# field[T]	exp	pyd	dopa
6.42640	2.900000E-03	1.617202E-06	1.028473E-03
6.42650	-8.023120E-04	1.342729E-06	1.015358E-03
6.42660	4.750770E-04	1.087839E-06	1.002513E-03
6.42670	-2.943940E-04	8.536800E-07	9.899323E-04
6.42680	-1.460000E-03	6.436428E-07	9.776068E-04
6.42690	3.044370E-04	4.623381E-07	9.655295E-04
6.42700	-2.030000E-03	3.137714E-07	9.536933E-04
6.42710	1.730000E-03	1.995647E-07	9.420914E-04
6.42720	-6.684970E-04	1.180259E-07	9.307171E-04
6.42730	2.970000E-03	6.442157E-08	9.195641E-04
6.42740	-2.750000E-03	4.352749E-08	9.086262E-04
6.42750	-6.160000E-03	4.352749E-08	8.978977E-04
6.42760	-2.490000E-03	4.352749E-08	8.873728E-04
6.42770	-2.540000E-03	4.352749E-08	8.770460E-04
6.42780	-2.770000E-03	4.352749E-08	8.669119E-04
6.42790	2.295250E-05	4.352749E-08	8.569654E-04
6.42800	2.350850E-04	4.352749E-08	8.472010E-04
6.42810	-3.552260E-04	4.352749E-08	8.376127E-04
6.42820	-1.260000E-03	4.352749E-08	8.281930E-04
