experiment,Theoretical_spectrum,PYD,DOPA
6.387351063,0.0008114835520892269,4.7071160080196165e-20,0.0008114835520892269
6.387451063,0.0008114835520892206,-6.324931314254195e-18,0.0008114835520892269
6.387551063,0.0008114835520892375,1.0620004123890678e-17,0.0008114835520892269
6.387651063,0.0008114835520892418,1.4930767320220535e-17,0.0008114835520892269
6.387751063,0.0008114835520892354,8.52738407249932e-18,0.0008114835520892269
6.387851063,0.0008114835520892312,4.342143969716663e-18,0.0008114835520892269
6.387951063,0.0008114835520892376,1.0698456057357667e-17,0.0008114835520892269
6.388051063,0.0008114835520892333,6.356312087641002e-18,0.0008114835520892269
6.3881510630000005,0.0008114835520892312,4.342143969716663e-18,0.0008114835520892269
6.388251062999999,0.0008114835520892461,1.919445935647018e-17,0.0008114835520892269
6.388351063,0.0008114835520892418,1.496214809360731e-17,0.0008114835520892269
6.388451063000001,0.0008114835520892418,1.499352886699412e-17,0.0008114835520892269
6.3885510629999995,0.0008114835520892482,2.133415056794172e-17,0.0008114835520892269
6.388651063,0.0008114835520892419,1.5024909640380927e-17,0.0008114835520892269
6.388751063,0.0008114835520892397,1.2838147268829176e-17,0.0008114835520892269
6.388851063,0.0008114835520892504,2.3473841779413257e-17,0.0008114835520892269
6.388951063,0.0008114835520892418,1.496214809360731e-17,0.0008114835520892269
6.389051063,0.0008114835520892504,2.3473841779413257e-17,0.0008114835520892269
6.389151063,0.0008114835520892439,1.7046922951651952e-17,0.0008114835520892269
6.389251063,0.0008114835520892397,1.2845992462175892e-17,0.0008114835520892269
6.389351063,0.0008114835520892482,2.132630537459503e-17,0.0008114835520892269
6.389451063,0.0008114835520892439,1.7015542178265146e-17,0.0008114835520892269
6.389551063,0.0008114835520892397,1.2791076108748995e-17,0.0008114835520892269
6.3896510630000005,0.000811483552089229,2.1789171782050276e-18,0.0008114835520892269
6.389751062999999,0.0008114835520892248,-2.0455488913111377e-18,0.0008114835520892269
6.389851063,0.0008114835520892312,4.32645358302326e-18,0.0008114835520892269
6.389951063000001,0.0008114835520892311,4.263692036249675e-18,0.0008114835520892269
6.390051063,0.0008803110047131389,3.1380773386797545e-20,0.0008803110047131389
6.390151063,0.0010116601445621458,4.295072809636452e-18,0.0010116601445621415
6.390251063,0.001133946278777087,4.310763196329856e-18,0.0011339462787770826
6.390351063,0.0012434606814266357,4.255846842902958e-18,0.0012434606814266313
6.390451063,0.0013382325679440674,1.0659230090624173e-17,0.0013382325679440568
6.390551063,0.0014180112402505168,2.131846018124831e-18,0.0014180112402505146
6.390651063,0.0014839562332131975,-2.1240008247781325e-18,0.0014839562332131997
6.390751063,0.0015381580245933857,2.155381598164931e-18,0.0015381580245933835
6.390851063,0.0015831275297293226,2.092620051391334e-18,0.0015831275297293204
6.390951063,0.0016213654931436538,-1.5690386693398773e-20,0.0016213654931436538
6.391051063,0.001655072248427056,1.5690386693398773e-20,0.001655072248427056
6.391151063000001,0.0016860065390004251,4.7071160080196165e-20,0.0016860065390004251
6.3912510629999995,0.0017154652726031594,-1.4844470193406828e-17,0.0017154652726031742
6.391351063,0.0017443399709514053,-6.379847667681093e-18,0.0017443399709514116
6.391451063000001,0.0017732071397711941,2.1396912114715302e-18,0.001773207139771192
6.391551063,0.0018024212629144374,4.271537229596362e-18,0.001802421262914433
