#  Kurth et al. 2023
#	achil
6387.351063	0.25314555
6387.451063	-3.56706
6387.551063	0.312691113
6387.651063	-2.81694
6387.751063	-1.13715
6387.851063	-2.01495
6387.951063	-0.66234
6388.051063	-1.78353
6388.151063	-2.4339
6388.251063	-0.5586
6388.351063	-0.127944138
6388.451063	-0.96558
6388.551063	0.046722102
6388.651063	-0.60249
6388.751063	0.149933826
6388.851063	-1.60797
6388.951063	-2.24238
6389.051063	-2.08278
6389.151063	-0.99351
6389.251063	0.65835
6389.351063	0.72618
6389.451063	-2.44188
6389.551063	-2.84886
6389.651063	1.26483
6389.751063	1.06533
6389.851063	-1.52418
6389.951063	0.332539368
6390.051063	-1.38453
6390.151063	0.16978248
6390.251063	-0.52269
6390.351063	1.73565
6390.451063	0.95361
6390.551063	1.43241
6390.651063	0.73815
6390.751063	-0.54663
6390.851063	0.344448321
6390.951063	1.19301
6391.051063	-1.04538
6391.151063	-0.40698
6391.251063	1.02144
6391.351063	-0.46284
6391.451063	4.37703
6391.551063	2.5935
6391.651063	0.68229
6391.751063	0.70224
6391.851063	2.1546
6391.951063	-0.65835
6392.051063	1.69974
6392.151063	0.6783
6392.251063	1.06932
6392.351063	3.68676
6392.451063	1.1571
6392.551063	1.92318
6392.651063	2.09076
6392.751063	4.29723
6392.851063	3.95409
6392.951063	2.65335
6393.051063	2.23041
6393.151063	1.77555
6393.251063	2.07879
6393.351063	3.2319
6393.451063	1.70772
6393.551063	2.91669
6393.651063	1.78353
6393.751063	1.64787
6393.851063	1.5162
6393.951063	3.7107
6394.051063	3.53115
6394.151063	4.9077
6394.251063	4.48077
6394.351063	3.17205
6394.451063	2.07879
6394.551063	0.89775
6394.651063	2.80098
6394.751063	4.0698
6394.851063	5.03538
6394.951063	1.24089
6395.051063	1.95111
6395.151063	2.67729
6395.251063	1.50024
6395.351063	1.32468
6395.451063	0.98952
6395.551063	2.47779
6395.651063	4.37304
6395.751063	2.94063
6395.851063	2.37804
6395.951063	1.34862
6396.051063	0.77007
6396.151063	1.2369
6396.251063	2.73714
6396.351063	4.29723
6396.451063	1.04937
6396.551063	6.04485
6396.651063	5.05932
6396.751063	4.41693
6396.851063	3.57504
6396.951063	4.80396
6397.051063	5.1471
6397.151063	5.4264
6397.251063	4.23339
6397.351063	4.34511
6397.451063	6.89871
6397.551063	6.2244
6397.651063	4.5087
6397.751063	5.52216
6397.851063	6.3042
6397.951063	7.11018
6398.051063	7.43736
6398.151063	5.76555
6398.251063	9.56403
6398.351063	8.46279
6398.451063	9.4164
6398.551063	7.8603
6398.651063	9.92313
6398.751063	10.33011
6398.851063	12.58047
6398.951063	12.2892
6399.051063	11.20392
6399.151063	11.76651
6399.251063	13.92909
6399.351063	18.56148
6399.451063	20.30112
6399.551063	21.91707
6399.651063	27.27165
6399.751063	33.60378
6399.851063	35.54292
6399.951063	42.64512
6400.051063	48.10344
6400.151063	55.45701
6400.251063	65.80308
6400.351063	75.08781
6400.451063	85.1067
6400.551063	98.47719
6400.651063	115.24317
6400.751063	132.81114
6400.851063	143.97117
6400.951063	171.6498
6401.051063	191.1609
6401.151063	213.26151
6401.251063	231.1806
6401.351063	252.93009
6401.451063	269.34096
6401.551063	290.66751
6401.651063	306.93873
6401.751063	323.65683
6401.851063	336.66822
6401.951063	352.0377
6402.051063	364.90545
6402.151063	373.12485
6402.251063	384.55221
6402.351063	392.76762
6402.451063	397.10874
6402.551063	399
6402.651063	397.404
6402.751063	398.05437
6402.851063	395.91972
6402.951063	390.52125
6403.051063	379.94376
6403.151063	374.3418
6403.251063	364.57029
6403.351063	354.38781
6403.451063	344.59236
6403.551063	335.14404
6403.651063	325.32066
6403.751063	317.29677
6403.851063	309.25692
6403.951063	301.13727
6404.051063	299.15424
6404.151063	291.82062
6404.251063	286.74933
6404.351063	280.08204
6404.451063	279.32394
6404.551063	276.91797
6404.651063	274.44816
6404.751063	274.53195
6404.851063	274.32048
6404.951063	270.2826
6405.051063	271.72698
6405.151063	272.5569
6405.251063	275.71698
6405.351063	275.31399
6405.451063	276.97383
6405.551063	275.52945
6405.651063	279.49152
6405.751063	278.08704
6405.851063	277.92744
6405.951063	278.74938
6406.051063	277.99128
6406.151063	275.1504
6406.251063	273.72597
6406.351063	271.2801
6406.451063	270.39432
6406.551063	266.90706
6406.651063	266.51205
6406.751063	263.0208
6406.851063	258.36846
6406.951063	256.20987
6407.051063	254.62584
6407.151063	252.88221
6407.251063	249.61041
6407.351063	245.44884
6407.451063	246.29073
6407.551063	244.31169
6407.651063	239.99052
6407.751063	241.32318
6407.851063	238.2828
6407.951063	238.53417
6408.051063	236.86236
6408.151063	235.98456
6408.251063	232.57311
6408.351063	233.23146
6408.451063	229.49283
6408.551063	231.24843
6408.651063	233.47884
6408.751063	233.13969
6408.851063	232.42149
6408.951063	232.26189
6409.051063	231.81501
6409.151063	228.45543
6409.251063	226.35669
6409.351063	223.66344
6409.451063	219.02307
6409.551063	217.39116
6409.651063	213.79617
6409.751063	213.3453
6409.851063	206.63412
6409.951063	205.13787
6410.051063	201.41121
6410.151063	197.6247
6410.251063	195.80127
6410.351063	194.89155
6410.451063	191.87511
6410.551063	189.21378
6410.651063	186.06966
6410.751063	184.31406
6410.851063	183.01332
6410.951063	178.86771
6411.051063	179.11908
6411.151063	177.35949
6411.251063	174.33507
6411.351063	173.02236
6411.451063	168.37401
6411.551063	168.48972
6411.651063	165.36156
6411.751063	164.0688
6411.851063	164.60346
6411.951063	160.51371
6412.051063	158.79801
6412.151063	157.93617
6412.251063	156.00501
6412.351063	154.88382
6412.451063	153.62697
6412.551063	151.43247
6412.651063	147.39459
6412.751063	146.98761
6412.851063	145.97016
6412.951063	145.64697
6413.051063	142.95771
6413.151063	145.37565
6413.251063	143.22105
6413.351063	141.15822
6413.451063	140.22855
6413.551063	138.98766
6413.651063	141.78465
6413.751063	140.7672
6413.851063	137.63505
6413.951063	137.84652
6414.051063	135.76773
6414.151063	135.13332
6414.251063	134.23956
6414.351063	135.41262
6414.451063	134.09991
6414.551063	131.35479
6414.651063	127.97127
6414.751063	129.10842
6414.851063	128.28249
6414.951063	126.77826
6415.051063	125.57328
6415.151063	124.86306
6415.251063	122.17779
6415.351063	120.52593
6415.451063	119.19726
6415.551063	119.24514
6415.651063	115.88955
6415.751063	114.20178
6415.851063	111.50853
6415.951063	107.62626
6416.051063	105.99036
6416.151063	104.96892
6416.251063	100.19289
6416.351063	96.96099
6416.451063	93.2064
6416.551063	87.81192
6416.651063	83.57853
6416.751063	72.14718
6416.851063	62.50734
6416.951063	51.89793
6417.051063	38.97033
6417.151063	31.52499
6417.251063	27.08412
6417.351063	21.68166
6417.451063	21.6657
6417.551063	17.71161
6417.651063	15.96798
6417.751063	16.74603
6417.851063	14.91861
6417.951063	12.64431
6418.051063	13.06326
6418.151063	13.54605
6418.251063	13.85727
6418.351063	15.3615
6418.451063	17.00139
6418.551063	15.35352
6418.651063	15.69267
6418.751063	14.82684
6418.851063	14.51562
6418.951063	16.31511
6419.051063	13.82535
6419.151063	13.73757
6419.251063	13.42236
6419.351063	12.18147
6419.451063	14.22834
6419.551063	13.76151
6419.651063	14.8029
6419.751063	14.92659
6419.851063	14.02086
6419.951063	16.37496
6420.051063	17.50812
6420.151063	17.37246
6420.251063	15.78045
6420.351063	18.74103
6420.451063	16.28319
6420.551063	17.67969
6420.651063	17.77146
6420.751063	18.98442
6420.851063	19.24776
6420.951063	25.88313
6421.051063	26.52951
6421.151063	26.56542
6421.251063	28.61628
6421.351063	30.04071
6421.451063	33.55191
6421.551063	33.53595
6421.651063	37.76934
